species,island,sex,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g
Chinstrap,Biscoe,MALE,58.72836786202826,15.346213766609717,196.43175176948768,3622.3199932913703
Adelie,Biscoe,MALE,37.02356646453703,16.318498816647022,198.61154641247953,4443.5783661773985
Adelie,Dream,FEMALE,35.64890703333484,19.738441145782662,193.1730473575285,3474.0080346350696
Gentoo,Biscoe,FEMALE,38.92881384512299,13.864703392763179,179.65868040222455,2908.327255203239
Adelie,Biscoe,MALE,36.936565672153854,15.346953431168199,235.40018029148249,4465.311853511178
Gentoo,Biscoe,FEMALE,37.590639123630474,17.28238066208125,187.113907867342,5252.741793947633
Adelie,Torgersen,FEMALE,42.418737225652535,14.589948910241668,218.70343309169309,4560.210198737684
Adelie,Torgersen,MALE,40.89309813534854,14.552128276383888,189.60886740712337,3168.3384154157197
Gentoo,Dream,MALE,47.51928923305077,16.09401431987691,196.05623860652796,3459.4563260205214
Chinstrap,Biscoe,FEMALE,46.91445045648705,19.56948784018682,200.5151309329627,3465.108076337509
Chinstrap,Dream,MALE,44.35306534231768,18.998668575730477,186.39315735234584,5239.957305546575
Adelie,Dream,FEMALE,34.6481015512343,14.265882510975864,209.7626512365165,4176.113860023016
Chinstrap,Biscoe,FEMALE,47.66665900646743,16.851648435908718,195.61878049618602,4489.0558422092945
Adelie,Biscoe,FEMALE,45.70434201373039,18.02138390419298,181.87086227162084,3786.624578586374
Gentoo,Dream,FEMALE,50.44768515225668,14.227914715146603,226.35157923884586,4471.681403529157
Adelie,Biscoe,FEMALE,50.224490253852935,19.35552467343427,190.60056714845535,5397.528570577504
Gentoo,Dream,FEMALE,41.14884784871246,14.029891180996547,187.49162740683667,3139.5619983871966
Chinstrap,Biscoe,FEMALE,45.88132237243821,13.586397905223514,181.62555013157058,4093.839499458727
Adelie,Biscoe,FEMALE,47.13751657313251,14.652288546570842,180.27878387536654,3678.3749239831845
Adelie,Dream,FEMALE,39.73952185738844,14.062135910733264,189.15732714394525,3928.3856488201127
Chinstrap,Biscoe,MALE,37.482872378544485,17.159329290723825,181.53691828903965,3117.4858869307523
Chinstrap,Dream,FEMALE,45.707312088411136,16.51693702889053,183.61920596025564,6056.120047296764
Gentoo,Biscoe,FEMALE,51.928863057409664,14.770720769215323,204.75168298731148,4750.403194850089
Adelie,Dream,FEMALE,50.33848719766059,15.186774151397422,218.10534945078894,4803.489983027966
Chinstrap,Dream,FEMALE,49.66326263288106,17.3258569232828,207.6640651458188,2968.7629608131992
Adelie,Biscoe,FEMALE,34.95142194774557,13.665260807518226,191.05080616760267,3877.3774454829645
Adelie,Biscoe,MALE,46.50674301190363,15.15616024382116,216.92608639791956,5512.76131361985
Adelie,Biscoe,MALE,39.6206348933487,15.765810804905906,204.42129957195246,3891.63617466834
Gentoo,Dream,FEMALE,33.7786794632436,13.94707386456833,195.48876148294462,3566.394599051766
Chinstrap,Torgersen,FEMALE,39.40190032238158,18.68662482214902,217.6397239721808,4159.8414333000865
Gentoo,Dream,MALE,43.221197001083944,19.184404668423788,190.6380163971742,3700.476514917111
Adelie,Dream,FEMALE,36.31479356672673,20.14543893339735,182.5134963801183,4386.757214124309
Adelie,Dream,MALE,43.78711297851405,18.885716899999768,222.78014431123287,4971.19733130277
Adelie,Dream,MALE,36.99837055863479,18.210412157731255,200.34343594364432,3474.274624284739
Chinstrap,Biscoe,FEMALE,50.21787953384871,17.090655776111543,195.72424959735514,5539.717025807957
Chinstrap,Dream,MALE,41.39980937019995,17.318657481590645,217.091083436235,3958.5892798145387
Gentoo,Biscoe,MALE,45.17042648957653,18.584097767786773,208.74661099724273,5772.729783201214
Gentoo,Dream,FEMALE,49.663238311516515,19.972625602243564,202.91047082677306,5131.034366645443
Adelie,Biscoe,MALE,39.526691209318535,14.497309560835486,192.10643383114532,3768.4812492024403
Adelie,Dream,MALE,53.41256989880819,18.006504377762095,191.24154859439236,3536.1187333263415
Adelie,Biscoe,MALE,52.59613340251151,14.61564366363725,188.33463909146099,4608.494722821634
Adelie,Dream,FEMALE,51.48994732279152,13.554364464888973,185.72096284664767,5068.400667604056
Adelie,Dream,MALE,60.44248840254091,15.38450586226929,217.80959663695631,5715.895418695015
Adelie,Biscoe,MALE,51.09432665284267,20.138536017403148,225.19297166080287,3510.56861177824
Chinstrap,Biscoe,MALE,43.5987956859855,17.422262829442275,217.51412509087388,4215.5331187614165
Gentoo,Biscoe,FEMALE,55.37926633108283,17.689034871031275,194.76339351968616,4019.9026138452773
Adelie,Biscoe,MALE,48.56469523829153,18.13488025392532,201.85672315959127,4263.005457392437
Gentoo,Biscoe,MALE,50.24696056220853,17.309001985852117,187.90909803628588,4832.404762583679
Adelie,Dream,MALE,43.541688299225456,20.685621351349315,196.78200969108232,3648.055220713884
Adelie,Biscoe,MALE,33.73377922239578,19.013263419463588,199.53878218154983,4229.271685785114
Adelie,Dream,FEMALE,47.99631009306558,13.551773539396871,171.3379449598069,4083.9342535959
Chinstrap,Dream,MALE,44.446868014636216,16.643743102102473,189.05331967047724,4283.887095453929
Adelie,Dream,MALE,48.72461503040282,15.084250507224409,202.1418396880346,3464.4813404976317
Gentoo,Dream,FEMALE,41.90435882775634,14.175372738249585,194.94953995518804,3578.488423406255
Adelie,Biscoe,FEMALE,44.530152498674454,13.693063936893694,172.58791104019852,2893.7691686830776
Chinstrap,Biscoe,MALE,47.64775788804314,17.306170303209697,191.1605181535672,4732.438278065443
Chinstrap,Biscoe,FEMALE,37.43202322753779,16.610304243354395,204.90173377363263,3010.0506690937314
Gentoo,Dream,FEMALE,49.77556634553212,15.967242736453999,191.75178704309482,4004.5045079543534
Adelie,Biscoe,FEMALE,35.529689989157504,15.815194971102734,191.83062579486042,3213.552397616023
Adelie,Biscoe,MALE,36.91788485874429,13.56190378725951,184.28210017225751,4230.719961231581
Adelie,Dream,MALE,42.17928253602253,19.31059174520611,224.38352779626814,4008.650005065346
Adelie,Biscoe,MALE,53.75905839543065,18.86798247920334,191.21041184836133,4693.760312783831
Gentoo,Biscoe,MALE,37.96303238359874,13.605548324873578,208.41348016327083,3633.5668619457842
Adelie,Torgersen,MALE,47.82391244646093,14.9476518536728,208.47517853647736,5489.857715458513
Gentoo,Torgersen,FEMALE,46.83152961320014,17.012680560982826,194.99054794122583,3474.0971922538392
Adelie,Dream,MALE,52.42537669276315,17.29540653726591,230.07295886012741,4792.748851086862
Gentoo,Biscoe,FEMALE,41.8156080465244,18.679068724732634,232.37921404575243,4746.198698574453
Gentoo,Biscoe,FEMALE,47.07810687666028,18.500783784346506,199.70085432218588,3659.4816063399485
Chinstrap,Dream,MALE,43.993775243155106,14.282957318471466,194.67063230312615,3582.3202085375365
Gentoo,Dream,MALE,47.669276949414574,20.078499099651015,214.2514958881966,5975.335928779879
Gentoo,Biscoe,MALE,40.519128919577874,14.522144993675054,191.73548929882193,3105.014902552182
Gentoo,Dream,MALE,41.21681585786076,13.626079906967295,191.6618417661658,2857.8089196613105
Adelie,Dream,MALE,36.13393992925112,17.946496245510847,196.65540771263957,4082.2169154920184
Adelie,Biscoe,FEMALE,35.48193167140099,15.576916124241318,177.8063129740262,3590.6970544023975
Gentoo,Biscoe,MALE,48.671344638790735,17.823164273309498,193.14863913423778,3503.961443963765
Adelie,Torgersen,MALE,40.35545149860793,17.375080392361294,172.35918111004557,3428.9452465962127
Gentoo,Dream,MALE,39.880144407141856,15.253449713528846,217.1278654987577,4004.786773532093
Adelie,Biscoe,MALE,42.72555747433704,16.885988232409808,192.50512046882432,3025.842225096267
Chinstrap,Dream,FEMALE,47.901992888123004,21.663831035226675,213.9396397611693,3449.7685311192326
Gentoo,Biscoe,MALE,36.67447231904714,17.91652995761202,197.83502563596872,6115.1315164149655
Adelie,Dream,MALE,52.164302230192675,18.300483557378335,210.91584975683924,3916.2034924945096
Adelie,Biscoe,FEMALE,40.29132607337969,17.21765649901202,193.39459891480496,4654.820779208369
Adelie,Biscoe,MALE,35.29107331403927,20.610044824691336,189.52291545477948,3185.743100431769
Gentoo,Biscoe,FEMALE,43.46298551654945,18.32582000728058,198.71190864804203,5711.547792137026
Gentoo,Biscoe,MALE,46.70922483209871,16.1943454335584,223.76521390805314,2454.8003159456207
Adelie,Dream,FEMALE,38.74844887390682,18.40442450241709,200.0621997277121,5739.185596986256
Gentoo,Torgersen,FEMALE,45.39101169268804,17.273331532776094,182.50128464239356,3738.601829482791
Gentoo,Biscoe,MALE,44.88775036071905,14.828417797077329,185.95558238410723,4227.333131214802
Adelie,Biscoe,MALE,34.18632717057889,17.221178419156736,183.40208241203092,3709.539265116755
Adelie,Dream,MALE,53.86087752922956,16.998823899093484,199.59422391710612,3600.837702846748
Chinstrap,Biscoe,MALE,37.854483682132795,12.491286675860193,210.7737374789259,4629.402313974739
Adelie,Biscoe,FEMALE,50.88199683277347,19.25934356901064,178.7893146344589,3542.5420811281756
Adelie,Biscoe,MALE,43.222854336866355,16.642430925642753,213.84684528646153,4882.040062296309
Adelie,Biscoe,MALE,34.293016238285325,17.159229320688123,184.33996835175913,4501.045166736941
Adelie,Biscoe,FEMALE,34.102523840110045,17.402360060180776,197.79193228454483,4135.47896699709
Adelie,Dream,FEMALE,50.91340675583528,16.900340966596268,211.82116574493915,4911.271804835132
Adelie,Biscoe,FEMALE,46.41388632700945,16.86090706970286,208.23740241073028,3493.6586917297313
Adelie,Dream,FEMALE,39.374527907051146,17.931793238915876,205.4948269881163,3824.4454497026513
Gentoo,Biscoe,FEMALE,45.04405183068872,17.863254728667982,200.04081207135496,2054.2620086981337
Gentoo,Dream,MALE,36.42069152744307,17.0914060988101,195.98094363123727,4366.236743520221
Adelie,Biscoe,MALE,39.419372058332065,16.908856568792796,182.60109017154804,5235.344466858727
Gentoo,Dream,FEMALE,49.490683458967204,19.388554191259697,179.0398489286759,4052.2699566923475
Adelie,Biscoe,MALE,51.61540008646278,16.89497318221778,184.91232139647997,3410.456490438725
Chinstrap,Dream,MALE,36.60614290228968,20.726462551160864,223.56298342236525,4289.0733637883795
Adelie,Biscoe,MALE,37.071644480159,18.214266503769444,186.24599255625773,3580.9252636896285
Gentoo,Biscoe,MALE,36.82446528673122,13.513416863683904,220.72632883465937,3793.077420173997
Gentoo,Biscoe,MALE,60.49150590406418,15.479993178365758,197.63985210371285,4561.711619124829
Adelie,Dream,FEMALE,51.82018151775672,15.682590683722452,183.9312779361722,4778.6624351865585
Chinstrap,Biscoe,FEMALE,40.863946242637454,18.594593661602236,187.43880853768437,3710.8717936282
Gentoo,Biscoe,MALE,51.77682474959054,16.208328097388296,209.15118262601493,3596.8034214522268
Adelie,Torgersen,FEMALE,50.24724342999559,17.341166842336794,189.29011043776254,3876.5782114829544
Gentoo,Biscoe,FEMALE,47.74354440899797,16.18523331062869,205.40658176859546,4283.006890995795
Gentoo,Biscoe,MALE,35.361787019913564,16.857063826725796,189.41158120771033,4122.302864220956
Chinstrap,Biscoe,FEMALE,47.393935939746285,13.465679839017676,203.48633232611633,4781.2304117150625
Gentoo,Torgersen,FEMALE,38.352315213214816,17.39752300128392,190.7547622072771,5244.536583963691
Adelie,Torgersen,FEMALE,42.82379635493509,19.30863272632923,205.60449489397425,3736.0498501143948
Chinstrap,Biscoe,MALE,40.561682201502876,19.383048616015312,213.89367529654317,4875.123410483671
Chinstrap,Torgersen,MALE,55.372979269529814,16.073412402223937,215.97481869689398,5057.336808552412
Gentoo,Dream,FEMALE,37.01699010067559,16.227782201531685,199.51309686472473,4699.096638735205
Gentoo,Dream,FEMALE,48.73279300735544,18.995219187936534,192.70459649861158,4430.103187732463
Chinstrap,Biscoe,FEMALE,49.36217871144449,19.245159085695832,214.18434191744572,3749.262939914391
Gentoo,Dream,MALE,45.78481484011346,18.18683015677635,191.07807707732442,3551.047543582937
Chinstrap,Dream,FEMALE,41.503371238756564,18.855212506904667,174.23418692293842,3657.259765993217
Gentoo,Biscoe,MALE,48.871678447248335,12.795092393900255,190.06509074923835,4983.766851807428
Gentoo,Torgersen,MALE,45.29120341992328,16.694076323204424,227.71362911518617,4818.409116404739
Gentoo,Dream,MALE,42.92249540612306,17.670084618838587,202.99781940894673,3126.0898265535006
Chinstrap,Biscoe,FEMALE,37.600549049553855,17.578207277603035,195.82766279526317,3854.620633904984
Adelie,Dream,MALE,48.90287575541231,14.671024401258766,224.7266340799117,3357.8168706217466
Gentoo,Dream,MALE,45.44464755870424,16.91751397378552,209.94412736181502,3596.5364162687465
Adelie,Dream,MALE,46.997893055812106,18.973095997582707,184.5127624754187,3522.34526539373
Chinstrap,Dream,MALE,38.642908304348744,14.208762639399453,204.3895889858856,4459.373688476729
Adelie,Dream,FEMALE,42.84933404769839,16.8228376465385,182.62716261524977,4237.86453722277
Chinstrap,Dream,MALE,39.97442765827574,18.1288330613819,185.6792761958192,3845.9853720369547
Chinstrap,Biscoe,FEMALE,44.583915030667626,16.228450739509498,221.19031179275177,5044.957629706001
Adelie,Dream,FEMALE,51.86618823694633,18.265778933465906,189.29807737614325,2764.447807909331
Adelie,Torgersen,FEMALE,42.68145826047274,19.755333136404847,181.9525712596502,4339.876396708587
Gentoo,Biscoe,MALE,36.751043985793466,19.009140163775196,212.2430510651864,4558.267847854113
Gentoo,Biscoe,MALE,35.855837909053164,13.323067194496328,210.3837916117521,3924.1251855694436
Adelie,Biscoe,MALE,59.64698253421458,14.578747503799333,202.4233320235498,4740.591351110107
Chinstrap,Dream,MALE,38.31190775158878,17.497564092539648,208.0730523760463,3076.69096874076
Gentoo,Biscoe,MALE,46.63390122151204,15.700848035632903,232.34381899994972,3565.3750655056515
Gentoo,Torgersen,FEMALE,41.74387026607768,18.289659054601287,180.09377869411492,5413.3848706225435
Adelie,Dream,MALE,53.332291757250466,19.82005150540865,191.5974231388326,4629.303756091035
Chinstrap,Biscoe,MALE,38.62955195533341,15.989449323216265,216.6257739146109,4496.060005560608
Gentoo,Torgersen,MALE,51.25084736595062,16.34703917647063,185.93931416234796,3537.177132972245
Gentoo,Biscoe,FEMALE,54.80126064049347,19.002653255590772,173.57300413314042,4523.46625532763
Adelie,Dream,MALE,39.23117028794291,16.887349667577027,193.1050331707785,3653.74291212941
Adelie,Biscoe,MALE,46.608654493875676,16.210975557164673,211.44890090609158,2955.854566818018
Adelie,Biscoe,MALE,50.542771794969184,20.151879860887377,184.59786043639883,3510.239934224381
Adelie,Torgersen,MALE,38.86443996242968,19.81182460274221,196.86412892361813,4143.737561245432
Adelie,Dream,MALE,33.403352181195125,17.563985054285844,204.94999926919678,4751.808526681836
Adelie,Torgersen,MALE,38.283937258068065,20.799081535670695,187.33868503055461,4500.9061524746885
Adelie,Torgersen,FEMALE,54.311473343599395,18.470013310542488,192.659528891628,5690.959141613149
Adelie,Biscoe,FEMALE,44.408013619468555,17.92214006343098,201.15140610450027,2764.8326971226934
Gentoo,Biscoe,MALE,47.785950581694784,16.28268982040792,208.08654431540174,3985.6727209970295
Adelie,Biscoe,MALE,40.607094263659015,16.882144669061365,204.8196979339143,5339.535066230124
Adelie,Biscoe,FEMALE,41.02984774744584,15.127429851103537,209.56288004817597,3031.7080671735134
Chinstrap,Biscoe,MALE,47.55318346574187,19.025694237561133,190.59488551625725,3273.4471675536433
Chinstrap,Dream,MALE,49.06411753141581,15.168814954795057,178.42586670744092,3863.4742955401834
Gentoo,Dream,FEMALE,48.09694601091423,17.205801965833345,213.61074110988685,3256.2336500248043
Gentoo,Torgersen,MALE,38.20310901574196,19.115709123892984,190.95683889942984,3643.3775892572503
Adelie,Biscoe,MALE,47.031316724590795,16.432810113651076,204.15352802955132,2819.0805642271926
Adelie,Torgersen,MALE,45.909048741854924,16.336275985692485,188.1647961967808,3413.692458061262
Gentoo,Dream,MALE,32.353355182164215,18.737794390476758,221.43750710932207,4099.560985391199
Gentoo,Torgersen,FEMALE,53.94997664037434,14.382162968378246,220.14569797458927,6568.195164746262
Gentoo,Biscoe,MALE,48.36045343285288,15.42994117535033,220.98935809427817,3295.401709790815
Gentoo,Biscoe,MALE,34.42925308513739,18.079426962858854,183.90706564074304,2806.783881783204
Adelie,Dream,MALE,43.9087800326222,13.76701915201538,228.5574395962062,5012.71494748561
Gentoo,Biscoe,FEMALE,43.26945897518373,16.319868550011677,189.77555246537062,5088.595066856678
Chinstrap,Biscoe,MALE,50.99147081124319,17.31265400392805,217.49798333081276,5908.012766608287
Gentoo,Biscoe,MALE,47.77843736527297,17.68660565762029,188.33354596345302,4280.153595360988
Adelie,Dream,MALE,36.14471758739383,21.184168780546194,212.43538443839245,3070.191405543351
Adelie,Biscoe,FEMALE,51.19001303075928,16.347998454338523,200.59584260274022,2696.293090347163
Adelie,Biscoe,FEMALE,47.02447642328468,17.23883348956713,183.8084833250583,4911.735893377317
Gentoo,Dream,MALE,46.122476520278724,19.18605784174552,208.8950140013532,2885.710978272732
Adelie,Biscoe,MALE,50.635223696239116,16.6021657349271,217.7367445238702,3884.0612977740834
Adelie,Biscoe,FEMALE,38.31032814085534,15.953650718698249,178.34432432461105,3452.050998966692
Adelie,Biscoe,MALE,52.082073459606185,18.055816833458124,221.06801430986866,5128.113501897273
Gentoo,Biscoe,MALE,41.62974781213463,18.372575012411694,191.34857223236855,3172.7788119322126
Gentoo,Dream,MALE,47.50153415057387,18.19773223549847,182.41149545537397,3410.9799876151465
Adelie,Dream,FEMALE,49.897532744410405,16.968532524869413,214.7204504285241,3871.528523107225
Adelie,Biscoe,MALE,43.48323922545241,20.126171359162488,212.2696710146299,5708.750781259658
Gentoo,Biscoe,MALE,37.99616734670518,17.95234447791448,195.79198295006967,3522.7445440147276
Adelie,Biscoe,FEMALE,42.8710358066935,19.280094431597014,220.6886170277964,5105.201665611097
Chinstrap,Biscoe,FEMALE,39.4049520895008,17.029532687784187,188.49638385413587,5145.873305842644
Gentoo,Biscoe,MALE,43.52596160228561,19.61191065123557,187.88466744929607,3638.3657416889077
Gentoo,Biscoe,FEMALE,44.64056812157278,18.355425861429172,178.67494778532796,3937.885027813803
Adelie,Biscoe,MALE,34.533540909357434,13.556947070196495,213.92426999442813,3925.108694168748
Gentoo,Dream,MALE,44.898974225642554,17.982273997032184,219.3987562436864,5409.81109810738
Gentoo,Biscoe,FEMALE,38.24603322213773,19.600428665903227,190.99143140551405,4851.229277948611
Gentoo,Biscoe,FEMALE,42.16617019098687,15.254067899092574,219.20580159435792,3532.247855348286
Gentoo,Torgersen,MALE,46.19767160625218,16.54473796535081,209.58675882905197,2940.9361876258854
Gentoo,Dream,MALE,34.9702796525034,17.223436736629946,202.91009275646041,3244.073214104105
Adelie,Dream,MALE,54.71235056665538,16.99948798278781,216.0826181242611,3071.4898988834625
Adelie,Dream,FEMALE,45.944924301303246,17.046749189007592,207.29521261267,3320.246630583748
Gentoo,Torgersen,FEMALE,39.40185394589578,19.32180679642174,188.95484795548253,4728.430382519509
Adelie,Torgersen,FEMALE,49.99002771910589,20.587575723718096,212.49730317739113,3740.716762342753
Adelie,Biscoe,FEMALE,48.127253464327914,16.050342238253624,221.61696139284325,3352.237268574247
Chinstrap,Dream,MALE,48.6559406055267,19.850207357117192,193.13951491001518,3497.783205896754
Adelie,Dream,MALE,50.6192438877405,19.85142459321621,220.89281397758913,4217.550744389655
Gentoo,Torgersen,MALE,37.35838295771295,19.66534554380402,182.1924992238521,3869.127396906617
Adelie,Dream,FEMALE,36.698659088453276,16.770241758500784,191.8919260428073,3939.8993908161156
Adelie,Dream,MALE,51.13284067694556,21.02872951138014,174.18819802810992,3025.7430267468335
Adelie,Torgersen,FEMALE,47.5395372499999,18.320537256213843,191.5609050795007,4272.087600409877
Adelie,Biscoe,MALE,37.06035806963258,16.120948224896278,184.62338855005362,2791.9813824276193
Adelie,Dream,MALE,39.97144225255086,16.621761683530263,222.0125262359031,4175.623697130819
Adelie,Torgersen,MALE,54.72630147898301,17.631698968351998,192.9244088768017,3793.7389619979544
Adelie,Biscoe,MALE,46.8069693923955,13.634626535138416,212.5622907263809,6742.575232380045
Gentoo,Biscoe,MALE,45.50264496655734,19.627724821841305,187.02520730562742,3524.7496545183476
Adelie,Dream,MALE,45.34487198457667,19.033623250895737,176.75436290408518,5552.639105782936
Gentoo,Dream,FEMALE,34.270638275970434,17.81123789740809,221.2241850020659,3792.225734315078
Adelie,Biscoe,FEMALE,53.188602630086905,18.851079053178132,211.9317171408354,4044.5672231504814
